portal,joinKeys,tableSize,leftTableDataset,leftTableID,leftTableEncoding,leftColumnIndex,rightTableDataset,rightTableID,rightTableEncoding,rightColumnIndex,scoreThreshold,isSameDataset,hasSameColumnName,expRatio,Join Annotation***,Domain/Topic,Data Type of Join Columns**
CA,key-key,100<r<1000,https://open.canada.ca/data/en/dataset/bffa692e-6a52-4d35-85b8-c3534d4f8f9e,d81d9d7a-77f4-4fd3-968d-523d831270b1,windows-1250,0,https://open.canada.ca/data/en/dataset/db43ce04-e010-44f3-bb8b-11461dfc6996,f5e8deae-9011-439f-be74-c10e1ab8ab08,windows-1250,0,0.9,FALSE,TRUE,0.961904762,1,Tax,incremental integer
CA,key-key,100<r<1000,https://open.canada.ca/data/en/dataset/1bdef9f7-4c0d-489c-8619-b543e7800416,3e0dc471-d06a-4cd5-9a97-a017ea057ec9,windows-1250,1,https://open.canada.ca/data/en/dataset/bffa692e-6a52-4d35-85b8-c3534d4f8f9e,c07366ea-9185-42a2-bd10-3c2ce25842c7,Windows-1252,1,0.9,FALSE,TRUE,0.943396226,1,Tax,incremental integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/bffa692e-6a52-4d35-85b8-c3534d4f8f9e,14defd12-ad17-4f8b-910e-82a16655624e,windows-1250,5,https://open.canada.ca/data/en/dataset/bffa692e-6a52-4d35-85b8-c3534d4f8f9e,5274d97b-1280-4530-ae9d-3dd878682f27,windows-1250,9,0.9,TRUE,TRUE,0.940594059,1,Tax,integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/1bdef9f7-4c0d-489c-8619-b543e7800416,1f9609f2-5ad5-4abc-a1e0-0960aadad77a,cp1257,4,https://open.canada.ca/data/en/dataset/1bdef9f7-4c0d-489c-8619-b543e7800416,758519b9-8087-4660-9dd8-21a7956eb640,windows-1250,4,1,TRUE,TRUE,1.339622642,1,Tax,integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/7e76fdc8-c36a-491a-9afb-4f9280c929e8,7adce7e7-b5dd-4bd1-9d1e-0e74694cb743,Windows-1252,6,https://open.canada.ca/data/en/dataset/0bf04c4e-d2b0-4188-9053-08dc4a7a2b03,9294b039-1187-4c37-a231-3bc20d483116,windows-1250,7,0.9,FALSE,TRUE,81.6013289,1,Aquaculture,String
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/5e838417-6b3e-4d30-aa62-17eeaeab25f6,7e05bd98-b610-4e6e-8549-9e73bdd077f2,windows-1250,1,https://open.canada.ca/data/en/dataset/5e838417-6b3e-4d30-aa62-17eeaeab25f6,878bd6e3-7fff-4220-832e-a08ae7dbd604,windows-1250,1,0.9,TRUE,TRUE,0.960227273,2,Tax (FEDS),categorical string/char code
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/38aaa1dc-eb3e-4a5d-9597-130ff30b39e6,3dcd43ac-0201-4d73-b896-4e1da753255e,windows-1250,0,https://open.canada.ca/data/en/dataset/72575bbe-7aa0-4b31-beaa-f0c27f382ce8,ff773eb5-b978-4c85-b3e7-79511a9dc3c0,windows-1250,0,0.9,FALSE,TRUE,1.271255061,1,Veteran Affairs,String
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/5a380261-fe38-4c4b-9df9-b2b23984637e,9937910d-ae3c-4fa4-8758-5fa2970c8569,ascii,1,https://open.canada.ca/data/en/dataset/4de07031-2c8f-484e-8a40-a9893af1decf,aa4998aa-0b21-4067-826a-22f9de08caba,ascii,1,0.9,FALSE,TRUE,0.11011011,1,Tax,categorical string/char code
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/2ee9482f-8d4a-4cd7-a7e5-5850168cd507,e54540ae-6747-4bfc-94a5-b2cfdcddf0e1,ascii,2,https://open.canada.ca/data/en/dataset/2ee9482f-8d4a-4cd7-a7e5-5850168cd507,ead9a092-fec0-45ab-8964-75386692593e,ascii,2,0.9,TRUE,TRUE,0.052052052,1,Tax,integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/dc176dad-adcd-4f33-8435-a3b5e9238273,7d3fd198-340b-45d8-bb39-de1f9e1c2452,windows-1250,0,https://open.canada.ca/data/en/dataset/dc176dad-adcd-4f33-8435-a3b5e9238273,8bee08e9-beb9-4ffd-94ff-480e1a738e2b,windows-1250,0,1,TRUE,TRUE,69.66477273,1,Tax (FEDS),String
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/5a380261-fe38-4c4b-9df9-b2b23984637e,a655c20e-44a7-49fb-9f4f-58ebaec711ef,ascii,3,https://open.canada.ca/data/en/dataset/5a380261-fe38-4c4b-9df9-b2b23984637e,c0786ddc-bc06-494d-abc7-8ed056a82976,ascii,3,0.9,TRUE,TRUE,0.193193193,1,Tax,integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/db43ce04-e010-44f3-bb8b-11461dfc6996,7bf406c2-a471-476d-9603-0b28c12807cf,cp1257,4,https://open.canada.ca/data/en/dataset/db43ce04-e010-44f3-bb8b-11461dfc6996,bce42d61-557e-45aa-ae74-0586d5ac50d1,cp1257,4,1,TRUE,TRUE,3.152380952,1,Tax,integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/69bdc3eb-e919-4854-bc52-a435a3e19092,10c02793-b798-4626-a58b-590e1bbebeec,UTF-8-SIG,2,https://open.canada.ca/data/en/dataset/353333bd-3b26-4b05-8088-ca883188b80c,ce34a851-25f4-457b-ac03-ad34e63c636a,UTF-8-SIG,1,0.9,FALSE,FALSE,4,0,Payment vs Expenses,String
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/5a380261-fe38-4c4b-9df9-b2b23984637e,7d76fdfb-ac50-4b69-aadd-812fcfc5d0ee,ascii,1,https://open.canada.ca/data/en/dataset/2ee9482f-8d4a-4cd7-a7e5-5850168cd507,ba61a093-6988-476c-ac8d-f0180ea8ddbf,Windows-1252,1,0.9,FALSE,TRUE,0.035035035,1,Tax Statistics,categorical string/char code
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/4de07031-2c8f-484e-8a40-a9893af1decf,90799c11-967d-4521-9b09-ad897ba8ea3d,ascii,2,https://open.canada.ca/data/en/dataset/4de07031-2c8f-484e-8a40-a9893af1decf,9697a451-6fea-4e86-a85e-da3a35e400e7,ascii,2,0.9,TRUE,TRUE,0.036036036,1,Tax,integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/b18d19c9-f0d4-455b-b3eb-4cc38d6a3c53,4a6d7f76-082d-4e25-8391-cf384cf28fdb,iso8859_14,3,https://open.canada.ca/data/en/dataset/b18d19c9-f0d4-455b-b3eb-4cc38d6a3c53,62f5ded0-a985-4a1b-9f78-d1de77a1a6a9,iso8859_14,3,1,TRUE,TRUE,24.96855346,1,Food Consumption,string
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/bffa692e-6a52-4d35-85b8-c3534d4f8f9e,8c21b945-639d-4467-ae67-e5a778802b02,windows-1250,8,https://open.canada.ca/data/en/dataset/bffa692e-6a52-4d35-85b8-c3534d4f8f9e,a94678e5-0ba3-4fdb-97bd-ff35ee780edc,windows-1250,16,0.9,TRUE,FALSE,1.03960396,1,Statistics,integer
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/9df1d5f2-3c03-4dad-9b9b-67fcbafcc791,3a029644-0d0a-495a-8f7e-443f6eaa36ae,UTF-8-SIG,2,https://open.canada.ca/data/en/dataset/9c4bcc95-bd73-4476-b86f-03553d489a45,3fe22a3d-3bb5-4d89-b32d-b5a99dfd5e0d,UTF-8-SIG,2,0.9,FALSE,TRUE,1,1,Government,string
CA,nonkey-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/db43ce04-e010-44f3-bb8b-11461dfc6996,4f70c9c5-858a-4d00-bbf3-25cd5974e3d4,cp775,4,https://open.canada.ca/data/en/dataset/db43ce04-e010-44f3-bb8b-11461dfc6996,fd692ba0-9bce-4571-bce0-376fe32ba9ec,cp1257,4,1,TRUE,TRUE,4.676190476,1,Statistics,integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/1bdef9f7-4c0d-489c-8619-b543e7800416,4b79dc3c-dcc7-485a-a90d-b47029ca91a6,windows-1250,0,https://open.canada.ca/data/en/dataset/cb367ebc-db21-428d-bdce-b67b5828e791,cef83df8-fab0-4d6a-bd9c-37aa09afc719,windows-1250,23,0.9,FALSE,FALSE,0.930817235,0,Tax vs Survey,incremental integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/946bd731-62d5-4da0-bbdb-d22be2f2c358,aa3f5c6c-395a-4d98-a633-dd71ca054eb3,windows-1250,2,https://open.canada.ca/data/en/dataset/bffa692e-6a52-4d35-85b8-c3534d4f8f9e,da22a330-255b-4aad-acb1-4299b9ac4ace,windows-1250,0,0.9,FALSE,FALSE,0.809935205,1,Tax,incremental integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/a6a606a4-8cdc-48e9-812c-7bdcd84840e7,4dee9923-56a3-4f05-af8e-70f6a487b627,windows-1250,18,https://open.canada.ca/data/en/dataset/a7d9f38a-4675-4b5b-bdc0-c5539ed7bf15,d7872196-83d7-4554-833f-bfae6e8171c5,mac_turkish,0,0.9,FALSE,FALSE,0.74137931,0,Fishery vs Conditional Release,incremental integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/261c32ab-4cfd-4f81-9dea-7b64065690dc,39434379-45a1-43d5-aea7-a7a50113c291,utf-8,3,https://open.canada.ca/data/en/dataset/f4f86e54-872d-43f8-8a86-3892fd3cb5e6,cb382084-d788-43da-81eb-302503aa3f69,ascii,0,0.9,FALSE,FALSE,0.99966544,1,Covid 19,date timestamp
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/ac741490-9022-4084-9f87-9e0b07546c17,685f25fd-799a-4cf2-bb0f-ef96f39cf8b3,windows-1250,0,https://open.canada.ca/data/en/dataset/eba5cea1-e765-476c-a78b-773f19f9df52,de9b8400-cded-4aa1-ac72-4ca43afe4752,windows-1250,2,0.9,FALSE,FALSE,0.802173913,0,Statistics,incremental integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/8babe9f3-4630-436e-957a-c230c2e81256,bae6999c-e60d-42eb-9855-58564dc2c06e,ascii,6,https://open.canada.ca/data/en/dataset/89be7457-81b2-4200-9d50-f9ee9fe94fc0,c707710f-833f-402e-a923-3afac86219f6,UTF-8-SIG,1,0.9,FALSE,FALSE,1,0,Habitat vs District,integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/9322c841-1498-4f18-91c5-3e09235f63ac,4c046189-e309-4f06-92b8-6391b65d51d5,ascii,9,https://open.canada.ca/data/en/dataset/db43ce04-e010-44f3-bb8b-11461dfc6996,71846c66-4c16-40ee-8eb2-513e6faf9cd2,windows-1250,0,0.9,FALSE,FALSE,0.888234561,0,Survey vs Tax,incremental integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/1bdef9f7-4c0d-489c-8619-b543e7800416,140fc3d2-2087-4fa1-a9fb-9b616cc9f40d,windows-1250,0,https://open.canada.ca/data/en/dataset/cb367ebc-db21-428d-bdce-b67b5828e791,f828c10f-5a9e-456d-8ee8-e3096a6317cc,ascii,16,0.9,FALSE,FALSE,0.795828244,0,Tax vs Survey,incremental integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/cd8fad92-b276-4250-972f-2d6c40ca04fa,4cb827a6-a313-4d97-a66b-26fe23984931,UTF-8-SIG,1,https://open.canada.ca/data/en/dataset/340649e1-385a-45de-9b6c-753d0b54868c,c32edbe0-2ef7-4dcb-b305-f32ad6786962,windows-1250,6,0.9,FALSE,FALSE,0.998930481,0,Government vs Languages,province
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/82de93d9-0ee6-4c38-b2fd-f3504c4632d7,24a41050-488f-46cc-a869-924a1fdaf756,ascii,0,https://open.canada.ca/data/en/dataset/e31399e5-5de6-4038-a26d-0d401c9c68b3,5587a957-661d-4744-808c-371e9f7c9cca,ascii,2,0.9,FALSE,TRUE,0.9,0,Society vs Congenital Anomalies,date timestamp
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/69f4e3b6-b75a-4158-8645-b517948c28df,74403a42-8e81-4693-affe-185173d67d6e,utf-8,10,https://open.canada.ca/data/en/dataset/18be2508-5062-4139-91fb-90aeee461dd2,c9d308f3-4ea2-43cd-b2cf-18bd88c089cc,UTF-8-SIG,0,0.9,FALSE,FALSE,0.95,0,Communication vs Hospital stay,incremental integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/0629d9da-384d-4f30-9b37-3e0225999b94,3c696784-aebe-481e-b9a0-1643578d0fdc,windows-1250,0,https://open.canada.ca/data/en/dataset/43824a91-817e-4396-aaaa-9642ac889d38,ca8be1be-e2f3-4cc7-a515-1a97df2a63d4,windows-1250,2,0.9,FALSE,FALSE,0.957386364,0,WITB vs FEDS,string
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/f2a374ee-3db0-4cd5-a4f9-57d6ab03f5fe,a25a742b-d32d-48d5-a7d8-6f247cf103ff,windows-1250,0,https://open.canada.ca/data/en/dataset/520285bf-7af4-40fa-bbc1-87cb2e91ee4d,de6585f4-c945-4536-b9d5-fa991c0591f0,ascii,0,0.9,FALSE,TRUE,0.937167199,0,Fires vs Alberta Annual Deaths,date timestamp
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/b18d19c9-f0d4-455b-b3eb-4cc38d6a3c53,32ced7d0-0808-46db-8d3b-1bde6c6ba5d7,mac_roman,2,https://open.canada.ca/data/en/dataset/b18d19c9-f0d4-455b-b3eb-4cc38d6a3c53,44173182-87d9-4b0e-a468-5ac1c7ca0e03,iso8859_14,4,0.9,TRUE,FALSE,0.998516321,2,Food Consumption,integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/a9c18c37-b7b9-48ce-ac1d-b40a65bafa9e,755026ae-ecca-4a5c-ae16-0383f6bad518,ascii,4,https://open.canada.ca/data/en/dataset/a9c18c37-b7b9-48ce-ac1d-b40a65bafa9e,ceefc244-5b09-4109-82d5-1289b21231b2,ascii,2,1,TRUE,TRUE,1,2,Food Consumption,integer
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/19b3b6dc-23a7-4dc1-9ee7-cb086d51df57,86ed06d2-fa22-4e16-a9f0-a99bab3ca7aa,windows-1250,0,https://open.canada.ca/data/en/dataset/23861003-d01f-462f-b962-25246812b1ea,e7abd7c0-a2fc-434d-a7fb-b7d4bcb45421,windows-1250,0,0.9,FALSE,TRUE,0.056109726,1,GST/HST,string
CA,key-nonkey,100<r<1000,https://open.canada.ca/data/en/dataset/db43ce04-e010-44f3-bb8b-11461dfc6996,0e3ac852-04ae-462e-8cb5-fe0360355632,hp_roman8,0,https://open.canada.ca/data/en/dataset/cb367ebc-db21-428d-bdce-b67b5828e791,cef83df8-fab0-4d6a-bd9c-37aa09afc719,windows-1250,20,0.9,FALSE,FALSE,0.754635574,0,Tax vs Survey,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/40549bfc-4010-4a51-92f7-e53a461bf937,70f1dfb5-7ed8-4fe4-baf0-195802dc8cc0,mac_iceland,0,https://open.canada.ca/data/en/dataset/f09d9488-0fa2-40e3-ac1f-85734050d946,e638df0c-42e8-404e-9200-5adc5c939c2f,windows-1250,0,0.9,FALSE,TRUE,0.90965198,1,Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/56578f58-a775-44ea-9cc5-9bf7c78410e6,462fb837-5a85-49ba-8c0d-3bd30aeec9cb,windows-1250,0,https://open.canada.ca/data/en/dataset/1d11dbb2-c8cb-41d9-af80-7d11dd48b453,4651c8ec-6f80-4e2f-9e77-22f4527b29c1,windows-1250,2,0.9,FALSE,FALSE,0.94393531,0,Well-being vs Classification,categorical string/char code
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/433b9be6-858e-446f-a1ba-876c84281f74,1e828a18-6536-4cd4-aaed-f3a78592336c,windows-1250,0,https://open.canada.ca/data/en/dataset/2474b4f2-c4aa-436e-b1fd-830f4a70cede,57f49180-1e51-4e9b-9414-bcbb47a195bb,windows-1250,2,0.9,FALSE,FALSE,0.994609164,2,Drinking Water,categorical string/char code
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/be72f512-f5be-41b3-8b43-b55bfd716267,1be783f1-0991-4150-857b-c09e5c7e90ef,mac_latin2,0,https://open.canada.ca/data/en/dataset/bf4e18cb-c4f9-49c9-90ae-947907dd5725,adab8662-5ecb-4093-88ed-bf3f32635318,windows-1250,0,0.9,FALSE,TRUE,0.962803056,1,Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/ef221e2e-ca1d-4fd6-8c7a-9d46dc5e4acb,40257831-6274-465f-8f83-41d3d533f11e,UTF-8-SIG,0,https://open.canada.ca/data/en/dataset/ef221e2e-ca1d-4fd6-8c7a-9d46dc5e4acb,ca29aa9b-fe39-45fb-87d6-e62e803b1f2b,UTF-8-SIG,0,0.9,TRUE,TRUE,0.999589154,1,Hospital stay,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/b0629a54-cafd-4c2c-b688-debaa9d4a710,20cb9825-7e7e-4966-b712-4ab8f34aad64,cp1257,0,https://open.canada.ca/data/en/dataset/80a10152-4591-4714-8e9f-3c397f764053,dc421bb0-3dee-474b-bc82-bd9e608588cd,windows-1250,0,0.9,FALSE,TRUE,0.947748565,1,Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/56578f58-a775-44ea-9cc5-9bf7c78410e6,6a3f07c4-6ae6-40f5-96eb-ac38e12e3dc8,windows-1250,0,https://open.canada.ca/data/en/dataset/56578f58-a775-44ea-9cc5-9bf7c78410e6,c3cf28b6-e259-4fb8-99c2-056f93801b09,windows-1250,0,0.9,TRUE,FALSE,0.969541215,2,Well-being,integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/df25d622-ed43-4298-97b4-a835d8774d5f,9fbbdef2-444b-436f-af27-c1184e133ec8,ascii,0,https://open.canada.ca/data/en/dataset/c9f0684b-a4aa-4793-8ce1-0aeb36579202,a87ba4fd-bf7c-4033-9ea1-612c6a4573d7,ascii,0,0.9,FALSE,TRUE,0.931452342,0,Pardon Granted vs Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/40549bfc-4010-4a51-92f7-e53a461bf937,70f1dfb5-7ed8-4fe4-baf0-195802dc8cc0,mac_iceland,0,https://open.canada.ca/data/en/dataset/47caa405-be2b-4e9e-8f53-c478ade2ca74,a23355ee-0dcb-4930-8f30-b1fa2775e7aa,windows-1250,0,0.9,FALSE,FALSE,0.903080972,0,Conditional Release vs Critical Habitat,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/e73b0b32-3f56-48e7-a0ce-f1e0f2c99328,88d5e8d6-c20b-44ca-8102-f6d8d175b165,UTF-8-SIG,10,https://open.canada.ca/data/en/dataset/cf0fb38a-4c59-4da2-8e23-abbdb79b45ea,d9db3c83-0ee1-4c59-aba6-f469ba20d06d,mac_latin2,0,0.9,FALSE,FALSE,0.982621951,0,Addresses vs Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/df25d622-ed43-4298-97b4-a835d8774d5f,6714607e-409d-4331-b9be-a3e6ab2d1dfe,ascii,0,https://open.canada.ca/data/en/dataset/bde2dbbc-6319-4335-b4a3-fbfb6692bacf,bf643dd2-04b9-4374-9edd-2bd89b5cf991,ascii,0,0.9,FALSE,TRUE,0.964011598,0,Pardon Granted vs Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/670591c6-f892-4332-a049-3d2d352e4941,503623ff-5cf0-4134-b8fb-6055d8308d8e,windows-1250,1,https://open.canada.ca/data/en/dataset/f559526c-40f9-4c5d-bced-0f7a41f278b9,6695543b-64ab-465d-bd0d-369b6ba819fc,windows-1250,1,0.9,FALSE,TRUE,0.97605364,2,Financial Performance,integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/38ff56f4-ac18-491f-ac2f-bf3f0a7601e3,3d824e27-2194-4129-ba8e-38fad69c0097,ascii,0,https://open.canada.ca/data/en/dataset/65081ed6-8672-4ff2-bd0f-62ee399ceb96,eea53d24-5fd5-456f-be2f-0bebde8a24a5,ascii,0,0.9,FALSE,TRUE,0.941228011,1,Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/1ee14ee7-c68e-4735-83be-b2686a632dbe,05fa8264-376f-4421-851b-ae21b74944cd,utf-8,0,https://open.canada.ca/data/en/dataset/c8337cee-88b6-4ce5-89db-ba2ba22f2180,51f04e7f-4f68-402c-8091-b84ed577a35f,ascii,0,0.9,FALSE,FALSE,0.959028832,0,Economy vs Shellfish,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/c2c4f386-a736-4eaa-b5b6-28c3a8f75466,02582177-043a-4cd9-a49e-774dfaea16b9,UTF-8-SIG,29,https://open.canada.ca/data/en/dataset/e3cad3b0-a076-4ec0-8a02-f590d897fe39,ee915aca-00bc-4fbd-a1c5-a0f160ddd55a,cp1257,0,0.9,FALSE,FALSE,0.91910253,0,Railroad vs Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/df25d622-ed43-4298-97b4-a835d8774d5f,68583491-332c-4f7d-a16c-a439fc7f43b9,ascii,0,https://open.canada.ca/data/en/dataset/4244d7b3-1f72-44a3-a5b4-a0cfa4118645,d0c39773-8cf3-4166-a31f-f02acbb795d4,ascii,0,0.9,FALSE,TRUE,0.98459043,0,Pardon Granted vs Conditional Release,incremental integer
CA,key-key,r>=1000,https://open.canada.ca/data/en/dataset/8c9db737-bd34-4196-aa26-a14477dd475c,3118fb4e-21b6-4041-a92f-162c486eaf70,ascii,0,https://open.canada.ca/data/en/dataset/d13785dc-b95e-48fc-ad0c-4d334643de8a,8dcae9ce-254f-4974-8098-373f5934d3fd,ascii,0,0.9,FALSE,FALSE,0.964841682,0,Conditional Release vs Shellfish,incremental integer
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/c07d8ddf-54f6-42db-a58f-c6bd9a371058,891ba8e3-42b4-43d0-8193-2f0d8fcebb62,ascii,2,https://open.canada.ca/data/en/dataset/d1fa1e06-c811-4f49-b542-be45e5a177de,cf5707e1-d5c2-4485-8a2c-48e937fb2a13,ascii,2,1,FALSE,TRUE,56.70433128,1,Conditional Release,month
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/ab0b3ace-537c-44f6-9c5c-4acbff5cf68d,00620bcb-9342-40e9-97df-3c52f00195af,UTF-8-SIG,0,https://open.canada.ca/data/en/dataset/10cf9528-6761-4ece-ad63-f60698ff9d51,d74399d1-d673-48c7-b901-d633ee8bdfcb,mac_iceland,9,0.9,FALSE,FALSE,27.25132075,0,Tax vs Monitoring,province
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/311123e2-085c-4f27-ae23-ddd88a92dda3,bed59005-ae79-4083-af34-a0d9989f9a84,windows-1250,3,https://open.canada.ca/data/en/dataset/10435c1c-8f5c-4930-9d2f-37887678078e,bfd61a46-c4de-4f90-8a92-c60f05b3b2f4,ascii,0,0.9,FALSE,FALSE,1,0,Charity vs Conditional Release,integer
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/df25d622-ed43-4298-97b4-a835d8774d5f,69678ed1-dbce-4f14-aca9-45b809e47cb7,ascii,6,https://open.canada.ca/data/en/dataset/04bb62a9-bd7a-4f2d-bb42-a27c620b1f68,dbed775f-5cc5-4ea2-989e-40101906bf82,UTF-8-SIG,1,1,FALSE,FALSE,1177.409066,0,Pardon Granted vs death registrations,month
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/460ff7f1-b326-43b7-9394-0cbb24117d83,02f36891-edfb-4070-bc66-01f8ced3f066,ascii,2,https://open.canada.ca/data/en/dataset/460ff7f1-b326-43b7-9394-0cbb24117d83,1cc9a4ef-f4db-4dcc-93d2-e3491c43d0ce,ascii,2,0.9,TRUE,TRUE,18.00364372,1,country spending,categorical string/char code
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/b0e112e9-cf53-4e79-8838-23cd98debe5b,68be889b-b69e-49cc-8ec1-32048dd5ff07,Windows-1252,0,https://open.canada.ca/data/en/dataset/adad580f-76b0-4502-bd05-20c125de9116,c2db20d5-92bc-40d2-aa9f-6c868badc0b9,hp_roman8,0,1,FALSE,FALSE,85,1,employment vs wages,categorical string/char code
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/adad580f-76b0-4502-bd05-20c125de9116,7215dbfa-8e5c-417c-8c95-0a916eaedcc1,UTF-8-SIG,3,https://open.canada.ca/data/en/dataset/fe945388-1dd9-4a4a-9a1e-5c552579a28c,b33d2a53-504e-4d64-af05-08d1ead0ac54,windows-1250,3,0.9,FALSE,FALSE,1228.255814,0,Wages vs communities,province
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/a35cf382-690c-4221-a971-cf0fd189a46f,25190cfc-b0d5-400a-bb37-408706149637,UTF-8-SIG,10,https://open.canada.ca/data/en/dataset/e03ef931-c096-4710-bc4a-1fcd0cc0ea00,8891976d-04c7-4c36-a313-1da133acb2f7,windows-1250,7,0.9,FALSE,FALSE,2.254125413,0,Financial Data vs Departmental Plans,integer
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/eba5cea1-e765-476c-a78b-773f19f9df52,760bfde0-e7b5-48b9-a374-aeac5f748075,windows-1250,0,https://open.canada.ca/data/en/dataset/946bd731-62d5-4da0-bbdb-d22be2f2c358,df3c05c0-febc-4669-91be-00bc235548cb,windows-1250,0,1,FALSE,TRUE,580.306152,1,Tax,integer
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/e0b179a4-f6be-4a94-9d78-448273b6c363,a509faa7-ca47-4519-bd73-b72267ee1516,UTF-8-SIG,7,https://open.canada.ca/data/en/dataset/5f28e8ba-a1c0-417f-94d2-2344e938f4f4,f54980d0-770b-41be-b45d-362db278fe65,windows-1250,24,0.9,FALSE,TRUE,14.13169447,0,Municipality vs Land wealth,categorical string/char code
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/76b39297-b076-4842-994d-4f5bd013736f,2164f3b6-5546-43a2-ab20-fa1029ebd679,ascii,1,https://open.canada.ca/data/en/dataset/76b39297-b076-4842-994d-4f5bd013736f,563e915f-b97b-4d2b-acd4-922a45e3de17,ascii,1,1,TRUE,TRUE,47.99866238,1,Climatology,integer
CA,nonkey-nonkey,r>=1000,https://open.canada.ca/data/en/dataset/31ef4cab-d2b3-4dba-8e91-48fe64211ec5,49c3a345-6841-4e27-92f8-29399c77e46b,windows-1250,4,https://open.canada.ca/data/en/dataset/31ef4cab-d2b3-4dba-8e91-48fe64211ec5,af310716-f989-466e-9d5c-c33ff7d661c1,windows-1250,3,0.9,TRUE,TRUE,15.8207139,1,IRCC,string
