tableID,datasetID,publisher,desc
5a5c8b8f-42a8-449f-9539-62f95ed4fdda,16d9f1c8-68eb-4ff4-9e25-4cdd81f6479f,City of Seattle GIS Program,"<div style='text-align:Left;'><div><div><p style='margin:0 0 0 0;'><span><span>Geographically displays the transactions related to city owned property. Differs from “City Property – Property Management Areas” in that 1) this feature class displays property that may be owned by one department but is being used by another, and 2) this feature class includes the polygons representing the transactions where property has been disposed and is no longer owned or leased by the City.</span></span></p></div></div></div>"
37f07c55-8275-40a7-8ac1-9889f0668cd4,485dd037-630e-43a8-885a-d40fee6399be,VT-AHS,"<DIV STYLE=""text-align:Left;""><DIV><P><SPAN>Hospital service areas (HSAs) are organized by towns and are based on inpatient discharges where the diagnosis indicated the need for immediate care. Plurality inclusion rules result in towns being assigned to the HSA corresponding to the plurality of discharges. HSA analyses are used to compare data for residents of 13 geographic regions of Vermont who were provided inpatient and select outpatient services in any Vermont, New Hampshire, New York, or Massachusetts hospital. HSAs are defined by the Vermont Department of Banking, Insurance, Securities, and Healthcare Administration (BISHCA). Information on HSAs can be obtained online at - http://www.bishca.state.vt.us/health-care/research-data-reports/vermont-hospital-utilization-reports-vhur or at - http://healthvermont.gov/research/hospital-utilization.aspx (see frequently asked questions). The VDH Public Health Statistics program periodically updates HSA GIS data. Last updated: 2004.</SPAN></P></DIV></DIV>"
55443cea-d936-4a89-bd84-028317c95355,7ed0da87-e5b6-4698-a0ca-aa1883d6c32e,California Department of Fish and Wildlife,"These data are the detections of Virginia rail (Rallus limicola), Sora (Porzana carolina), and California black rail (Laterallus jamaicensis) from 13 survey points at wetlands at the Spears and Didion Ranch parks in Placer County, California. These detections resulted from playback surveys at these points in April and May 2005."
b9544f68-b93c-4994-a3c5-a2bdeae684e8,fb3a33b3-4648-4a62-8335-fcbe163f9bce,Centers for Disease Control and Prevention,"Provisional count of deaths involving coronavirus disease 2019 (COVID-19) by United States county of residence, from January 1, 2020 through December 31, 2020."
d4470eb1-14ee-4e75-917b-e1012dfe36bc,ce7661cd-108e-4576-9c93-f2addee85585,California Department of Fish and Wildlife,"These data are the number individual stems of three different types of downed woody debris (DWD), which are logs and slash, from 0.05-ha circular plot habitat samples taken in 2005 at sample points at Spears and Didion Ranches, Placer County, California. There were three 0.05-ha circular habitat sampling plots at each of the 15 sample points."
6529b0f3-7e08-4ae9-96df-9687851ed60c,3c9a8973-433b-409d-b738-895c828fec23,data.cityofnewyork.us,An agency-verified dataset of City-funded contracted social service provision locations.
b3c225db-e763-4c3f-94b8-f64f2ceaafa7,a0dcd677-bc11-402d-acff-11a81c71883e,California Department of Fish and Wildlife,"The database represents delineations of aspen stands associated with stand assessment data (SIERRA_SP_PTS) collected in aspen stands on lands administered by the Sierra District, California Department of Parks and Recreation, Placer, Eldorado, Sierra and Inyo Counties, California. This data was gathered during the summer of 2005. The stands were evaluated according to their priority with regard to stand loss. The dataset has 15 aspen stands, of which six have been assessed. Field surveys were conducted by trained USFS field staff. Surveys were not complete for the watersheds, and so this is not considered a comprehensive database of aspen in the region. Aspen stands were assessed and delineated using a protocol developed by the lead investigators. Associated with this polygon layer is a point layer (SIERRA_SP_PTS) containing aspen stand assessments conducted in conjunction with the aspen stand delineations. Data Compilation: The Aspen Delineation Project (ADP) is a collaborative effort of the U.S. Forest Services Pacific Southwest Region, the California Department of Fish and Games Resource Assessment Program, and the California Office of Bureau of Land Management. Principal Investigator for ADP is David Burton; visit: www.aspensite.org for more information regarding the ADP. The Department of Fish and Games, Resource Assessment Program compiled this information from the collaborating agencies and other researchers, and formatted the data into a common database for the purpose of facilitating access to data related to the conservation of Quaking Aspen in California. This information portal falls within the ADP goals to help agencies and land managers identify, map, treat, and monitor aspen habitats. This dataset is a portion of a master database compiled during a year long effort in 2005 to pull together current GIS layers and maps depicting Aspen communities in California."
06fa2a4b-60e1-43e7-870e-7d860933550b,8079e6d2-e738-4d50-b91e-cbae8e32c516,data.cityofnewyork.us,"Shapefile of census tracts by environmental justice area designation defined by Local Law 64 (2017). For more information about this dataset, visit the <a href=""https://nycdohmh.maps.arcgis.com/apps/instant/lookup/index.html?appid=fc9a0dc8b7564148b4079d294498a3cf"">Environmental Justice Areas map.</a>"
fdddfb8c-77eb-4529-a7de-b11bb772dce6,0b9ee2f5-f563-484e-bb56-ff68bc2928f7,California Department of Water Resources,"Dayflow is a computer program developed in 1978 as an accounting tool for determining historical Delta boundary hydrology.  It presently provides the best estimate of historical mean daily flows: (1) through the Delta Cross Channel and Georgiana Slough; (2) past Jersey Point; and (3) past Chipps Island to San Francisco Bay (net Delta outflow). The degree of accuracy of Dayflow output is affected by the Dayflow computational scheme and the accuracy and limitations of the input data. The input data include the principal Delta stream inflows, Delta precipitation, Delta exports, and Delta gross channel depletions. Both monitored and estimated values are included as described in this Dayflow program documentation. Currently, flows are not routed to account for travel time through the Delta. All calculations involving inflows, depletions, transfers, exports, and outflow are performed using data for the same day. All Dayflow summary reports distributed through January 1985, providing flow data through August 1984, and data for September 1984 reported herein were generated according to the algorithm described in the Computational Scheme section."
b10618e5-e608-4f6f-a19d-5b34a1d9871b,743f72f2-78e6-44f2-8037-6de33c715a91,data.ok.gov,<p>Products and Services available from the Oklahoma State Use Program</p>
8414aee7-6ce2-4dab-b573-4af1ab2e19ad,908d41f7-4bf6-4a10-969a-cc641d1c0f3a,data.brla.gov,"Monthly sales tax collections by tax period for 2% City of Baton Rouge sales tax, 2% Unincorporated EBR Parish sales tax, and the combined 2% City-Parish sales tax.  Figures are presented as “regular” collections (collected by City-Parish Revenue Division), vehicle tax only collections (collected by the State Department of Public Safety) and the total collections including vehicle tax."
d52b0ee4-77a3-4fe0-ac49-364eb5239127,53c96226-10fd-42d7-81b1-b8392da886f2,California Department of Fish and Wildlife,"This dataset offers a link to the California segment of the Surf Your Watershed service offered by the United States Environmental Protection Agency (EPA). Surf Your Watershed is a service to help locate, use, and share watershed environmental information. A driving force behind Surf Your Watershed is to get environmental information into the hands of active citizens and groups to help those people connect and share information, ideas, and assistance."
82d301d0-d07d-47e8-82d9-577fd3918931,bd15cfbd-be49-4ea8-a4ea-7ebe605f27c9,California Department of Fish and Wildlife,"For more information, see the Aquatic Rare Species Richness Factsheet at https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=150853.The California Department of Fish and Wildlife''s (CDFW) Areas of Conservation Emphasis (ACE) is a compilation and analysis of the best-available statewide spatial information in California on biodiversity, rarity and endemism, harvested species, significant habitats, connectivity and wildlife movement, climate vulnerability, climate refugia, and other relevant data (e.g., other conservation priorities such as those identified in the State Wildlife Action Plan (SWAP), stressors, land ownership). ACE addresses both terrestrial and aquatic data. The ACE model combines and analyzes terrestrial information in a 2.5 square mile hexagon grid and aquatic information at the HUC12 watershed level across the state to produce a series of maps for use in non-regulatory evaluation of conservation priorities in California. The model addresses as many of CDFWs statewide conservation and recreational mandates as feasible using high quality data sources. High value areas statewide and in each USDA Ecoregion were identified. The ACE maps and data can be viewed in the ACE online map viewer, or downloaded for use in ArcGIS. For more detailed information see https://www.wildlife.ca.gov/Data/Analysis/ACEand https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=24326."
e2a0924e-d0b1-4a05-a0a2-e34ae108a972,228a9ab7-a41c-43af-acf0-65a830f274c0,California Department of Fish and Wildlife,"For more information, see the Rare Species Richness Factsheet at https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=150814. The user can view a list of species potentially present in each hexagon in the ACE online map viewer https://apps.wildlife.ca.gov/ace/. Note that the names of some rare species, such as those at risk of over-collection, have been suppressed from the list of species names per hexagon, but are still included in the species counts.The California Department of Fish and Wildlife''s (CDFW) Areas of Conservation Emphasis (ACE) is a compilation and analysis of the best-available statewide spatial information in California on biodiversity, rarity and endemism, harvested species, significant habitats, connectivity and wildlife movement, climate vulnerability, climate refugia, and other relevant data (e.g., other conservation priorities such as those identified in the State Wildlife Action Plan (SWAP), stressors, land ownership). ACE addresses both terrestrial and aquatic data. The ACE model combines and analyzes terrestrial information in a 2.5 square mile hexagon grid and aquatic information at the HUC12 watershed level across the state to produce a series of maps for use in non-regulatory evaluation of conservation priorities in California. The model addresses as many of CDFWs statewide conservation and recreational mandates as feasible using high quality data sources. High value areas statewide and in each USDA Ecoregion were identified. The ACE maps and data can be viewed in the ACE online map viewer, or downloaded for use in ArcGIS. For more detailed information see https://www.wildlife.ca.gov/Data/Analysis/ACEand https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=24326."
f89e1692-4799-45e2-83a2-22d52cab0e85,b4b86ca7-05a7-4359-b9d5-47d54f763200,gisnvda,{{default.description}}
c8ac2607-3e21-4593-8458-adf3ecdabf4c,2a2cd8c5-a356-47f4-8640-ca5b39415b01,data.cityofchicago.org,"The Chicago Public Library offers free WiFi at all locations. Chicago Public Library consists of the Harold Washington Library Center, Sulzer and Woodson regional libraries and over 70 neighborhood branches. Many locations experience sporadic closures to perform facilities upgrade or emergency closures due to heating or air conditioning issues, or area power outages. Independence Branch closed due to a fire in 2015. Whitney Young has been closed since November 2017 for major renovations. Woodson Regional Library reopened after a major renovation in February 2018."
2f426034-e4a8-4aaf-b55f-ca03263851f6,efc4b8e5-2c98-42ff-9a0f-3495394fff4b,datacatalog.cookcountyil.gov,"Cook County Department of Public Health Suburban Cook County District boundaries. This dataset contains municipal and township boundaries for Suburban Cook County with attributes designating what CCDPH district the area is in. The names in the ""DISTRICT"" field can be used to join with other Public Health Open Datasets on this portal. The ""CCDPHJURIS"" field states whether the area is part of CCDPH Jurisdiction."
e5a2872e-a22c-406c-8160-ad7c3852d3b0,74fac92f-8d45-4245-b325-1f728d0672fb,data.cityofnewyork.us,"Key indicators of broadband adoption, service and infrastructure in New York City by Community District."
1578e6fd-520b-4697-9d84-f13e9e31cb3d,8179cef5-a85b-43bd-8619-16384f044f56,data.ct.gov,"NOTE: As of 4/15/2021, this dataset will no longer be updated and will be replaced by two new datasets: 1) ""COVID-19 Vaccinations by Town"" (https://data.ct.gov/Health-and-Human-Services/COVID-19-Vaccinations-by-Town/x7by-h8k4) and ""COVID-19 Vaccinations by Town and Age Group"" (https://data.ct.gov/Health-and-Human-Services/COVID-19-Vaccinations-by-Town-and-Age-Group/gngw-ukpw).

A summary of COVID-19 vaccination coverage in Connecticut by town. Records without an address could not be included in town vaccine coverage estimates. Total population estimates are based on 2019 data.

A person who has received one dose of any vaccine is considered to have received at least one dose. A person is considered fully vaccinated if they have received 2 doses of the Pfizer or Moderna vaccines or 1 dose of the Johnson & Johnson vaccine. The fully vaccinated are a subset of the number who have received at least one dose. The number with At Least One Dose and the number Fully Vaccinated add up to more than the total number of doses because people who received the Johnson & Johnson vaccine fit into both categories.

SVI refers to the CDC's Social Vulnerability Index - a measure that combines 15 demographic variables to identify communities most vulnerable to negative health impacts from disasters and public health crises. Measures of social vulnerability include socioeconomic status, household composition, disability, race, ethnicity, language, and transportation limitations - among others. Towns with a ""yes"" in the ""Has SVI tract >0.75"" field are those that have at least one census tract that is in the top quartile of vulnerability (e.g., a high-need area). 34 towns in Connecticut have at least one census tract in the top quartile for vulnerability.

All data in this report are preliminary; data for previous dates will be updated as new reports are received and data errors are corrected."
00aee0c3-c01e-4f40-8ccf-8f8390787e69,c5e0e39d-be87-428f-8f7c-1003afe88cbd,data.ct.gov,Bridge points representing center of bridge deck
84123ea1-269c-435c-8346-16b659dae3a1,e88c84b9-0e2f-4592-a829-ca3d2baf380d,California Office of Statewide Health Planning & Development,"This dataset contains annual ambulatory surgery summary data based upon the Patient’s County of Residence.  The summary data includes discharge disposition, expected payer, sex, and race group.  Physician-owned ambulatory surgery clinics do not report their data to OSHPD and, therefore, are not included in the frequencies."
e30e94fd-95ec-4599-a4c4-0a9e4394dc50,bd5beb7b-7e72-45bc-a800-5243ea643b8d,Centers for Disease Control and Prevention,"NNDSS - TABLE 1J. Dengue virus infections, Dengue to Severe dengue - 2021. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents.

Notice: Due to data processing issues at CDC, data for the following jurisdictions may be incomplete for week 7: Alaska, Arizona, California, Connecticut, Delaware, Florida, Hawaii, Louisiana, Maryland, Michigan, Missouri, North Dakota, New Hampshire, New York City, Oregon, Pennsylvania, and Rhode Island.

Note: 
This table contains provisional cases of national notifiable diseases from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data from the 50 states, New York City, the District of Columbia and the U.S. territories are collated and published weekly on the NNDSS Data and Statistics web page (https://wwwn.cdc.gov/nndss/data-and-statistics.html). Cases reported by state health departments to CDC for weekly publication are provisional because of the time needed to complete case follow-up. Therefore, numbers presented in later weeks may reflect changes made to these counts as additional information becomes available. The national surveillance case definitions used to define a case are available on the NNDSS web site at https://wwwn.cdc.gov/nndss/. Information about the weekly provisional data and guides to interpreting data are available at: https://wwwn.cdc.gov/nndss/infectious-tables.html. 

Footnotes:
U: Unavailable — The reporting jurisdiction was unable to send the data to CDC or CDC was unable to process the data.
-: No reported cases — The reporting jurisdiction did not submit any cases to CDC.
N: Not reportable — The disease or condition was not reportable by law, statute, or regulation in the reporting jurisdiction.
NN: Not nationally notifiable — This condition was not designated as being nationally notifiable.
NP: Nationally notifiable but not published.
NC: Not calculated — There is insufficient data available to support the calculation of this statistic.
Cum: Cumulative year-to-date counts.
 Max: Maximum — Maximum case count during the previous 52 weeks.
  * Case counts for reporting years 2020 and 2021 are provisional and subject to change. Cases are assigned to the reporting jurisdiction submitting the case to NNDSS, if the case's country of usual residence is the U.S., a U.S. territory, unknown, or null (i.e. country not reported); otherwise, the case is assigned to the 'Non-U.S. Residents' category. Country of usual residence is currently not reported by all jurisdictions or for all conditions. For further information on interpretation of these data, see https://wwwn.cdc.gov/nndss/document/Users_guide_WONDER_tables_cleared_final.pdf.
†Previous 52 week maximum and cumulative YTD are determined from periods of time when the condition was reportable in the jurisdiction (i.e., may be less than 52 weeks of data or incomplete YTD data)."
406a0497-1fb7-458a-877d-bd87993f43a0,e2fb2673-c331-47fb-be5a-0d4fe828faab,National Center for Health Statistics,"Provisional counts of deaths involving coronavirus disease 2019 (COVID-19) by United States county of residence and age group, for 2020 by quarter."
6f338216-312f-4f5f-83fb-6c7e65e8d98b,445bdf94-d535-4d6d-ae8b-717279060167,National Institute of Standards and Technology,"Hourly observations of carbon dioxide (CO2) and methane (CH4) mole fractions in dry air from tower- and rooftop-based sites in the Los Angeles Megacity Carbon Project network (currently 11 stations, with a 12th to be added in 2021).  Carbon monoxide (CO) observations exist at several stations in this network but are not included in this data release pending additional calibration verification.  Please contact the authors for higher frequency data, which are available on request.  Data files are comma delimited (CSV).  Measurements of each species may be from two or more different heights above ground.  Site locations, heights, and other information are in a separate ASCII (CSV) file (LAM_sites.csv).  Data are currently reported for the years 2015-2019, with planned annual updates. An ASCII Readme file (LAM_Readme_2021) is also posted.  CO2 data are reported on the NOAA/WMO X2007 calibration scale. A full revision on the NOAA/WMO X2019 scale for CO2 is forthcoming, and will be linked here.  CH4 data are reported on the NOAA/WMO X2004A calibration scale.  The present revision contains no substantial changes from a prior release (R0) of these data for 2015 and 2016, formerly available at megacities.jpl.nasa.gov, other than minor revisions to concentrations from updated calibrations of standards and the addition of an uncertainty. Current update: May 3, 2021."
3996337f-e07c-4f92-9f50-7b813d75b683,b70ae961-68b2-44cd-b682-ad453d9e1b7b,California Department of Fish and Wildlife,"This dataset was created using the 123 PISCES extant species range layers listed below in the table. The PISCES datasets were converted to rasters using GIS and then map algebra was used to calculate the total number of species in each huc12 watershed. Using GIS, an extended table was created to provide species lists by watershed using a one to many table relate. Species presence data was provided by PISCES: Moyle, Quinones and Bell (direct addition), Moyle and Randall (gstpoly), . These layers were generated by PISCES on 10/30/2014. The datasets listed in the table below were used in this analysis.Pisces_CodeCommon_NameAAM01Northern Green SturgeonAAT01White sturgeonCCF01Owens SuckerCCO02Goose Lake SuckerCCS01Klamath Largescale SuckerCCA03Clear Lake Prickly SculpinCCG01Riffle SculpinCCK03Upper Klamath Marbled SculpinCCK01Bigeye Marbled SculpinCCK02Lower Klamath Marbled SculpinCCN02Amargosa River PupfishCCN01Saratoga Springs PupfishCCN04Shoshone PupfishCCS03Salt Creek PupfishPEF01Northern California Brook LampreyPES01Klamath River LampreyPET02Goose Lake LampreyPET01Pacific LampreyCGC01Blue ChubCGO01Arroyo ChubEHT03Clear Lake Tule PerchEHT02Russian River Tule PerchEHT01Sacramento Tule PerchPLH01Kern Brook LampreyPLL01Pit-Klamath Brook LampreyPLR01Western Brook LampreyCLE01Sacramento HitchCLE03Monterey HitchCLP01Gualala RoachCLS06Navarro RoachCLS05Monterey RoachCLS04Clear Lake RoachCLS02Red Hills RoachCLS03Russian River RoachCLS07Tomales RoachCLS01Central California RoachCMC01HardHeadSOC01Coastal Cutthroat TroutSOM03Klamath Mountains Province Winter SteelheadSOM04Klamath Mountains Province Summer SteelheadSOM14California Golden TroutSOM12Eagle Lake Rainbow TroutSOM13Kern River Rainbow TroutSOM10McCloud River Redband TroutSOM11Goose Lake Redband TroutSOT08Central Valley Fall Chinook SalmonSOT07Central Valley Late Fall Chinook SalmonSOT03Southern Oregon Northern California Coast Fall Chinook SalmonSOT01Upper Klamath-Trinity Fall Chinook SalmonSOT02Upper Klamath-Trinity Spring Chinook SalmonCCP01Lahontan Mountain SuckerCPM01Sacramento SplittailSPW01Mountain WhitefishCRO06Amargosa Canyon Speckled DaceCRO05Long Valley Speckled DaceCRO04Owens Speckled DaceCRO07Santa Ana Speckled DaceCSB03Lahontan Lake Tui ChubCSB05Eagle Lake Tui ChubCST01Goose Lake Tui ChubCST03Cow Head Tui ChubAAM02Southern Green SturgeonCCL01Lost River SuckerCCM01Modoc SuckerCCO04Humboldt SuckerCCO03Monterey SuckerCCO01Sacramento SuckerCCR01Klamath Smallscale SuckerCCS02Santa Ana SuckerCCT01Tahoe SuckerCCB01Shortnose SuckerCCA04Coastrange SculpinCCA02Prickly SculpinCCA01Rough SculpinCCB02Paiute SculpinCCP03Reticulate SculpinCCP02Pit SculpinCCM02Desert PupfishCCR02Owens PupfishCCS04Cottonball Marsh PupfishGEN01Tidewater GobyCFP01California KillfishGGA01Coastal Threespine SticklebackGGA02Inland Threespine SticklebackGGA04Santa Ana (Shay Creek) SticklebackGGA03Unarmored Threespine SticklebackOHP01Delta SmeltPLA01River LampreyCLE02Clear Lake HitchCLS08Northern (Pit) RoachCLA01Staghorn SculpinMMC02Striped MulletSOC03Lahontan Cutthroat TroutSOC02Paiute Cutthroat TroutSOG01Pink SalmonSOK03Chum SalmonSOK01Central Coast Coho SalmonSOK02Southern Oregon Northern California Coast Coho SalmonSOM05Central California Coast Winter SteelheadSOM06Central Valley SteelheadSOM02Northern California Coast Summer SteelheadSOM01Northern California Coast Winter SteelheadSOM07South Central California Coast SteelheadSOM08Southern California SteelheadSOM09Coastal Rainbow TroutSOM15Little Kern Golden TroutSOT04California Coast Fall Chinook SalmonSOT06Central Valley Spring Chinook SalmonSOT05Central Valley Winter Chinook SalmonCOM01Sacramento BlackfishPPS01Starry FlounderCPG01Sacramento PikeminnowCRO03Klamath Speckled DaceCRO02Lahontan Speckled DaceCRO01Sacramento Speckled DaceCRE01Lahontan RedsideCSB01Klamath Tui ChubCSB04Lahontan Stream Tui ChubCSB06Owens Tui ChubCST02Pit River Tui ChubOST01Longfin SmeltOTP01EulachonCXT01Razorback Sucker"
6ced5657-617a-4a2f-a032-9ee4c9d43fcb,82f96aa7-ded4-41ad-9c87-2bc6716149d8,California Department of Fish and Wildlife,"The northern Sierra Nevada foothills (NSNF) wildlife connectivity project modeled wildlife corridors for focal species between 271 landscape blocks within the northern Sierra Nevada foothills and neighboring ecoregions. The linkages incorporate data and information for 30 focal species, including 9 passage species (species that move through the corridor) and 21 corridor dwellers (species that may take more than one generation to move through a corridor). The linkages are made up of a least-cost corridor union and additional habitat patch information for corridor dwellers. The least-cost union is a union of the least-cost corridor analysis, based on species specific habitat models, for nine focal passage species (total number of corridors identified for each species follows the species name): black bear (47), black-tailed jackrabbit (105), bobcat (81), dusky-footed woodrat (98), gray fox (85), mountain lion (66), mule deer (134), western gray squirrel (99) and western pond turtle (84). Many species corridors were overlapping despite diverse habitat needs and the use of species specific data to build the habitat suitability models. Habitat areas for corridor dwellers, based on habitat suitability modeling and patch analysis, was added to the least-cost union: We identified all habitat patches within the corridor union, measured distance between each habitat patch to make sure it was within the maximum dispersal distance for that corridor dweller, and when needed added habitat near the corridor edge to meet the species dispersal needs. Redundant corridors were deleted to provide cleaner linkage areas. This analysis identified multiple swaths of habitat that species have the potential to reside in or move through. To ensure that ecological processes were protected in each linkage, we imposed a minimum width of 1 km for linkages. For more information see the project report at [https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=85358]."
09f98d65-d769-4b28-b857-387409b7ceb9,e3a78dcc-c40c-480b-8c6b-9c271bc8dab1,data.cityofnewyork.us,"This dataset was compiled from a financial security study conducted in 2013 by Department of Consumer and Worker Protection's Office of Financial Empowerment, in partnership with The Urban Institute. The dataset is published on the DCWP website and used for a web-based data visualization tool. More information about the data, the study, and the online web-application can be found on the DCWP website: 
https://www1.nyc.gov/assets/dca/CitywideFinancialServicesStudy/index.html

Source: Ratcliffe, Caroline, Signe-Mary McKernan, Emma Kalish, and Steven Martin. 2015. “Where are the Unbanked and Underbanked in New York City?” Washington, DC: Urban Institute."
af845478-0a9b-4559-b064-b1b02a1594eb,9b1d262b-7abe-4685-9058-3e1571f35291,Department of Energy & Environmental Protection,"Connecticut Town Line includes the line features of a layer named Town. Town is a 1:24,000-scale, polygon and line feature-based layer that includes state, county and town (municipal) boundary features depicted on the U.S. Geological Survey (USGS) 7.5 minute topographic quadrangle maps for the State of Connecticut. This layer only includes information for Connecticut. Line features include State, county, and town (municipal) boundaries. Polygon features depict the geographic areas for individual towns (municipalities). A town may be represented by more than one polygon feature. For example, in addition to representing the portion of a town on the mainland, a polygon feature may also define an island along the coast of Long Island Sound. The layer is based on information from USGS topographic quadrangle maps published between 1969 and 1984 and latitude and longitude coordinates that define the boundary between the states of Connecticut and New York in Long Island Sound. Attribute information is comprised of codes to classify and cartographically symbolize political boundaries by type and identify the geographic areas encompassed by individual towns. Polygon feature attributes include state, county, and town codes and names. Feature length and geographic area are encoded for linear and polygon features, respectively. This layer was originally published in 1994. With the exception of the Middletown-Portand town boundary, the 2005 edition, includes the same features originally published in 1994. The Middletown-Portand was corrected and changed from its location, as depicted on the USGS topographic quadrangle maps, from along the banks of the Connecticut River in Portand to the middle of the Connecticut River south of Wilcox Island to the Pecausett Meadows area in Portland. Some attribute information has been slightly modified and made easier to use.

Connecticut Town Polygon includes the polygon features of a layer named Town. Town is a 1:24,000-scale, polygon and line feature-based layer that includes state, county and town (municipal) boundary features depicted on the U.S. Geological Survey (USGS) 7.5 minute topographic quadrangle maps for the State of Connecticut. This layer only includes information for Connecticut. Line features include State, county, and town (municipal) boundaries. Polygon features depict the geographic areas for individual towns (municipalities). A town may be represented by more than one polygon feature. For example, in addition to representing the portion of a town on the mainland, a polygon feature may also define an island along the coast of Long Island Sound. The layer is based on information from USGS topographic quadrangle maps published between 1969 and 1984 and latitude and longitude coordinates that define the boundary between the states of Connecticut and New York in Long Island Sound. Attribute information is comprised of codes to classify and cartographically symbolize political boundaries by type and identify the geographic areas encompassed by individual towns. Polygon feature attributes include state, county, and town codes and names. Feature length and geographic area are encoded for linear and polygon features, respectively. This layer was originally published in 1994. With the exception of the Middletown-Portand town boundary, the 2005 edition, includes the same features originally published in 1994. The Middletown-Portand was corrected and changed from its location, as depicted on the USGS topographic quadrangle maps, from along the banks of the Connecticut River in Portand to the middle of the Connecticut River south of Wilcox Island to the Pecausett Meadows area in Portland. Some attribute information has been slightly modified and made easier to use."
8f7b2478-dfe7-44ab-aafb-76ff7a463bad,ba9ee72b-cae2-479d-ae4f-3c04d99c4bbc,Department of Veterans Affairs,"A subset of the FY13 National Veteran Health Equity Report, filtered by age group.

The National Veteran Health Equity Report details patterns and provides comparative rates of health conditions for vulnerable Veteran groups. Specifically, this report is designed to provide basic comparative information on the sociodemographics, utilization patterns and rates of diagnosed health conditions among the groups over which the VHA Office of Health Equity (OHE) has responsibility with respect to monitoring, evaluating and acting on identified disparities in access, use, care, quality and outcomes. The report allows the VA, Veterans, and stakeholders to monitor the care vulnerable Veterans receive and set goals for improving their care."
169d5b1c-60cd-4ebd-8eac-2e64f63861f2,8a985cdb-7444-433a-8935-23997645458b,California Department of Fish and Wildlife,"These data are the total number and average number of saplings and seedlings of trees detected from 0.05-ha circular plot habitat samples taken in 2005 at sample points at Spears and Didion Ranches, Placer County, California. Seedlings and saplings were counted from nine 1-square meter (0.56-m radius) circular plots located within each 0.05-ha circular habitat sampling plot. There were three 0.05-ha circular habitat sampling plots at each of the 15 sample points. One 1-square meter plot was located at the center of 0.05-ha plot, and the eight remaining plots were located 8 m away from the center point at 45 degree intervals in the circular."
4f22bc50-3497-4684-8bce-223b3dd52fc9,410cddc7-a545-40cd-8b84-649004b47235,California Department of Fish and Wildlife,Polyline shapefile provides one-dimensional representation of herring spawn areas in shoreline areas of the San Francisco Bay.
1b07d030-efc2-412b-8f0a-f7d4e166e5e4,10515ed1-46e8-472a-bd50-f298953c9956,Vermont Department of Health,"<div>Vermont Covid-19 hospitalization data are provided by the <a href='https://www.vhepcoalition.org/' target='_blank' rel='nofollow ugc noopener noreferrer'>Vermont Healthcare Emergency Preparedness Coalition</a>. Data are based on hospitals updating this information as they are able. Data is refreshed every day (excluding some holidays) by 12:00 p.m. This open data service is provided on accord with the <a href='https://maps.vcgi.vermont.gov/opendata/lifecycle/VCGI_COVID19_LifeCyclePolicy.pdf' target='_blank' rel='nofollow ugc noopener noreferrer'>COVID-19 Life Cycle Policy</a>. VCGI and the State of VT make no representations of any kind, including but not limited to the warranties of merchantability or fitness for a particular use, nor are any such warranties to be implied with respect to the data.</div><div><br /></div><div>Field Descriptions:<br /></div><div><span style='font-weight:bold;'>Currently Hospitalized</span> (current_hospitalizations) reflects number of patients with COVID-19 (adult + pediatric). This includes patients in an ICU. Prior to 9/30/2021, values reflected adult cases only.</div><div><br /></div><div><span style='font-weight:bold;'>All Confirmed COVID in ICU</span> (all_confirmed_ICU) numbers represent number of patients with confirmed COVID-19. These counts are included in / are a subset of current_hospitalizations.<br /></div><div><span style='font-weight:bold;'><br /></span></div><div><span style='font-weight:bold;'>Hospitalized Under Investigation (</span>hosp_pui) reflects number of patients with possible but not confirmed COVID-19, as confirmation is pending on test results.<br /></div>"
